genero,plataforma,idioma,dia_lanzamiento,anno_lanzamiento,duracion_seg,tempo_bpm,energia,valencia,bailabilidad,instrumentalidad,loudness_db,popularidad_artista,num_colaboraciones,semanas_en_charts,reproducciones_millones,gastos_produccion_usd,sello_discografico,streams_categoria
Rock,YouTube Music,Ingles,Miercoles,2021,226,140,0.516,0.445,0.566,0.161,-8.1,16,0,33,4.37,80808.0,Universal,0
Rock,Spotify,Espanol,Lunes,2022,287,114,0.749,0.637,0.342,0.063,-6.2,76,0,33,0.54,271458.0,Universal,1
Rock,YouTube Music,Ingles,Sabado,2017,145,126,0.402,0.318,0.747,0.019,-1.7,95,0,5,13.86,308663.0,Sony,2
Pop,Apple Music,Espanol,Martes,2021,145,82,0.619,0.624,0.49,<null>,-5.5,40,3,40,3.55,81266.0,Warner,0
Hip-Hop,YouTube Music,Espanol,Domingo,2013,158,128,0.479,0.215,0.418,0.027,-9.2,88,0,25,11.33,298771.0,Independiente,2
Cumbia,Tidal,Ingles,Domingo,2023,235,103,0.791,0.751,0.763,0.219,-10.1,87,0,23,9.31,43414.0,Sony,2
Electronica,YouTube Music,Espanol,Sabado,2017,138,86,0.446,0.522,0.391,0.008,-12.1,31,0,9,6.47,499086.0,Universal,0
Hip-Hop,Apple Music,Coreano,Sabado,2022,255,113,0.734,0.65,0.788,0.169,-7.0,14,0,50,22.89,490859.0,Universal,3
Cumbia,Spotify,Ingles,Miercoles,2019,167,134,0.551,0.786,0.248,0.297,<null>,95,1,11,2.43,,Sony,0
Pop,YouTube Music,Portugues,Domingo,2021,242,136,0.509,0.329,0.358,0.199,-8.1,84,1,22,5.43,457871.0,Warner,2
Rock,Apple Music,Espanol,Domingo,2015,186,116,0.754,0.187,0.299,0.207,-11.0,10,0,19,6.67,489282.0,Sony,0
Reggaeton,Spotify,Ingles,Martes,2021,180,108,0.85,0.718,0.488,0.055,-7.8,72,1,24,28.53,449599.0,Sony,3
Electronica,YouTube Music,Ingles,Martes,2023,229,87,0.622,0.553,0.425,0.265,-2.5,66,0,35,24.79,322139.0,Universal,3
Pop,Spotify,Ingles,Martes,2013,233,129,0.73,0.329,0.679,0.24,-4.8,82,0,43,2.01,167808.0,Universal,2
Hip-Hop,Spotify,Coreano,Miercoles,2024,179,115,0.62,0.347,0.47,0.067,-10.1,18,2,25,0.7,248740.0,Universal,0
Electronica,Tidal,Ingles,Viernes,2017,220,113,0.489,0.887,0.404,0.161,-10.4,40,0,5,24.52,347157.0,Sony,2
Jazz,Apple Music,Ingles,Martes,2023,236,110,0.549,0.139,0.385,0.469,-6.3,6,2,44,1.32,355877.0,Independiente,0
Electronica,Spotify,Espanol,Lunes,2024,134,135,0.608,0.722,0.793,0.128,-8.1,47,0,4,3.15,76000.0,Independiente,0
Rock,YouTube Music,Espanol,Lunes,2010,207,131,0.266,0.067,0.338,0.1,-3.5,13,2,48,0.3,382032.0,Independiente,0
Pop,Tidal,Frances,Martes,2017,206,137,0.778,0.525,0.807,0.378,-2.9,95,1,37,13.3,221769.0,Universal,3
Hip-Hop,Spotify,Portugues,Martes,2021,136,132,0.299,0.722,0.575,0.225,-8.1,35,1,21,4.84,68802.0,Universal,0
Pop,YouTube Music,Ingles,Martes,2019,209,110,0.673,0.709,0.801,<null>,-6.7,54,1,17,2.53,1505.0,Independiente,1
Cumbia,YouTube Music,Frances,Domingo,2011,207,107,0.73,0.232,0.742,0.151,-11.3,34,0,14,3.76,229556.0,Warner,1
Reggaeton,Spotify,Ingles,Lunes,2023,243,115,0.446,0.706,0.509,0.278,-7.4,48,0,8,10.4,483505.0,Warner,0
Rock,Apple Music,Ingles,Jueves,2024,228,116,0.672,0.374,0.15,0.053,-11.8,30,0,42,13.42,358158.0,,0
Metal,Spotify,Ingles,Viernes,2023,266,133,0.661,0.643,0.268,0.055,-11.3,63,0,48,8.54,112921.0,Universal,3
Reggaeton,YouTube Music,Ingles,Jueves,2021,224,116,0.299,0.567,0.809,0.163,-7.7,97,0,13,4.33,347313.0,Independiente,2
Rock,YouTube Music,Espanol,Lunes,2019,170,115,0.649,0.159,0.618,0.086,-3.4,44,1,33,4.72,391397.0,Warner,1
Clasica,Spotify,Ingles,Lunes,2018,191,125,0.551,0.149,0.663,0.15,-5.9,60,0,0,0.05,482626.0,Warner,0
R&B,YouTube Music,Coreano,Miercoles,2010,250,127,0.182,0.811,0.758,0.032,-7.6,100,2,18,0.92,27459.0,Independiente,0
Electronica,YouTube Music,Espanol,Jueves,2022,242,102,0.511,0.214,0.447,0.185,<null>,44,2,5,29.17,441245.0,Independiente,3
Pop,Spotify,Espanol,Martes,2013,239,109,0.563,0.769,0.714,0.247,-9.3,53,0,25,6.37,446643.0,Universal,1
Reggaeton,YouTube Music,Espanol,Sabado,2011,243,99,0.686,0.571,0.959,0.18,-10.0,32,0,37,0.29,473347.0,Sony,1
Metal,Spotify,Espanol,Domingo,2011,222,105,0.78,0.564,0.315,0.134,-6.7,91,2,28,3.5,249150.0,Independiente,3
Pop,Deezer,Ingles,Martes,2020,216,141,0.265,0.216,0.498,0.497,-7.0,14,0,37,9.48,428384.0,Independiente,1
Rock,Apple Music,Espanol,Lunes,2022,203,132,0.814,0.496,0.683,0.009,-6.2,43,0,28,3.96,71078.0,Independiente,0
R&B,YouTube Music,Ingles,Miercoles,2011,251,130,0.41,0.485,0.62,0.274,-6.5,74,0,47,0.61,55217.0,Sony,1
Pop,YouTube Music,Ingles,Jueves,2021,222,132,0.882,0.749,0.787,0.009,<null>,6,0,29,16.58,189131.0,Warner,1
Metal,Apple Music,Portugues,Miercoles,2021,129,68,0.679,0.167,0.505,0.157,<null>,65,1,8,11.09,74178.0,Sony,1
Reggaeton,Tidal,Coreano,Viernes,2010,225,113,0.615,0.757,0.394,0.385,-3.2,71,2,32,6.91,187967.0,Warner,2
Hip-Hop,YouTube Music,Ingles,Miercoles,2011,246,121,0.714,0.359,0.796,0.207,-7.3,26,1,41,13.13,401767.0,Independiente,2
Pop,Tidal,Espanol,Viernes,2016,175,100,0.394,0.543,0.592,0.216,-7.7,72,1,47,3.18,232962.0,Sony,1
Clasica,Apple Music,Espanol,Domingo,2018,188,86,0.792,0.474,0.468,0.017,-8.5,49,2,48,8.89,438971.0,Independiente,1
Hip-Hop,Spotify,Portugues,Jueves,2011,210,112,0.819,0.188,0.559,0.094,0.6,15,2,9,0.59,322886.0,Universal,0
Reggaeton,Tidal,Ingles,Martes,2019,266,130,0.594,0.268,0.464,0.013,-6.0,72,0,12,9.78,51856.0,Sony,1
Electronica,YouTube Music,Espanol,Viernes,2017,197,136,0.873,0.374,0.743,0.317,-9.1,73,0,17,0.0,418488.0,Sony,0
Jazz,YouTube Music,Espanol,Martes,2015,197,90,0.593,0.653,0.259,0.254,5.6,69,1,0,8.89,34645.0,Universal,1
Cumbia,Deezer,Portugues,Domingo,2010,229,124,0.679,0.516,0.417,<null>,-5.8,13,0,46,6.62,,Universal,0
Reggaeton,Spotify,Ingles,Domingo,2020,218,90,0.723,0.424,0.686,<null>,-5.2,3,0,44,0.17,89674.0,Independiente,0
Hip-Hop,Apple Music,Ingles,Miercoles,2012,183,124,0.075,0.174,0.537,0.119,-4.8,41,2,26,3.78,205490.0,Warner,1
Cumbia,Spotify,Espanol,Miercoles,2012,211,102,0.439,0.412,0.767,0.302,-4.3,46,0,36,2.44,214494.0,Warner,0
Electronica,YouTube Music,Ingles,Domingo,2021,212,128,0.573,0.932,0.447,0.033,-13.0,69,0,35,5.19,155801.0,Warner,0
Rock,YouTube Music,Portugues,Jueves,2013,260,123,0.981,0.766,0.688,0.225,-10.4,32,0,45,38.94,198061.0,Independiente,3
Pop,Deezer,Frances,Martes,2011,172,151,0.513,0.449,0.766,0.088,-12.8,38,0,48,0.87,461654.0,Warner,1
R&B,Apple Music,Ingles,Jueves,2017,213,117,0.472,0.07,0.872,0.147,<null>,70,0,48,10.1,288138.0,Warner,2
Hip-Hop,YouTube Music,Ingles,Viernes,2012,232,126,0.477,0.171,0.688,0.13,-5.8,0,1,10,5.71,371702.0,Universal,0
Electronica,Tidal,Ingles,Miercoles,2012,252,130,0.679,0.438,0.126,0.024,-4.4,92,1,40,9.53,164381.0,Independiente,2
Reggaeton,YouTube Music,Ingles,Miercoles,2022,186,108,0.752,0.403,0.496,0.285,-8.5,62,1,8,4.85,160476.0,Independiente,1
Pop,Spotify,Espanol,Miercoles,2010,284,139,0.539,0.431,0.986,<null>,-2.9,94,2,38,5.97,423980.0,Universal,3
Electronica,YouTube Music,Frances,Sabado,2010,142,165,0.69,0.406,0.393,0.158,-8.8,85,0,16,0.13,,Warner,0
Pop,Deezer,Ingles,Miercoles,2015,150,112,0.952,0.445,0.606,0.052,-0.7,92,0,23,0.18,10201.0,Universal,2
Hip-Hop,Deezer,Ingles,Domingo,2017,218,101,0.522,0.355,0.509,0.074,-2.3,95,2,40,3.91,52653.0,Universal,2
Reggaeton,YouTube Music,Coreano,Miercoles,2010,144,70,0.566,0.164,0.541,0.284,<null>,7,2,23,28.66,433447.0,Independiente,2
Hip-Hop,Tidal,Coreano,Viernes,2017,184,162,0.504,0.747,0.848,0.01,2.4,32,0,47,4.01,83459.0,Sony,1
Metal,Spotify,Ingles,Viernes,2013,229,139,0.645,0.453,0.486,0.286,-6.5,97,1,18,5.18,,Sony,3
Clasica,Spotify,Espanol,Domingo,2022,267,121,0.835,0.406,0.716,0.031,-5.6,42,0,30,5.46,54556.0,Warner,2
Metal,Deezer,Ingles,Jueves,2010,221,135,0.815,0.729,0.473,0.06,-4.7,42,0,17,12.12,264874.0,Independiente,2
Pop,Spotify,Coreano,Lunes,2011,225,94,0.282,0.38,0.521,0.114,-4.6,36,0,36,2.87,302597.0,Sony,1
Pop,Spotify,Espanol,Miercoles,2023,236,143,0.562,0.468,0.856,0.442,0.3,55,1,6,21.52,278226.0,Universal,3
Reggaeton,Apple Music,Coreano,Miercoles,2012,146,122,0.778,0.58,0.152,0.114,-11.8,6,2,7,1.89,473824.0,Sony,0
Cumbia,Apple Music,Espanol,Lunes,2014,234,112,0.964,0.8,0.723,0.165,-4.1,74,0,24,0.11,441192.0,Sony,0
R&B,YouTube Music,Ingles,Jueves,2017,210,120,0.869,0.425,0.32,0.013,-7.2,84,2,18,11.49,,Independiente,2
R&B,Spotify,Ingles,Viernes,2021,178,100,0.711,0.212,0.788,0.109,-8.1,11,0,40,23.54,292047.0,Warner,2
Rock,Tidal,Espanol,Miercoles,2019,171,102,0.288,0.582,0.547,0.128,-6.6,63,2,48,9.61,128866.0,Universal,1
Hip-Hop,Tidal,Coreano,Jueves,2015,206,92,0.284,0.48,0.941,0.213,-8.6,66,1,25,1.41,277303.0,Universal,1
Reggaeton,Spotify,Ingles,Lunes,2017,242,121,0.953,0.187,0.691,0.174,-8.3,66,0,51,0.99,161555.0,Independiente,2
Pop,Apple Music,Espanol,Viernes,2021,253,120,0.512,0.646,0.94,0.272,-8.1,14,1,1,0.71,101332.0,Universal,0
Pop,YouTube Music,Ingles,Viernes,2018,204,81,0.375,0.331,0.797,0.152,-3.0,13,0,14,15.42,317414.0,Sony,1
Cumbia,YouTube Music,Ingles,Jueves,2015,251,87,0.478,0.89,0.561,0.234,-9.6,96,0,49,3.69,471596.0,Independiente,1
Rock,Spotify,Espanol,Martes,2013,166,137,0.511,0.85,0.242,0.045,-4.6,72,0,36,22.28,496530.0,Warner,3
Rock,Apple Music,Frances,Martes,2024,192,131,0.359,0.569,0.673,0.004,-11.2,67,0,24,20.79,101548.0,Warner,1
Pop,Spotify,Espanol,Sabado,2014,278,109,0.739,0.502,0.993,0.31,-11.6,1,0,49,2.76,,Sony,1
Cumbia,Spotify,Espanol,Sabado,2013,257,135,0.928,0.862,0.384,<null>,<null>,2,0,9,0.69,331482.0,Warner,0
Reggaeton,Apple Music,Espanol,Martes,2020,177,84,0.451,0.857,0.313,0.171,-6.8,65,0,5,17.37,496375.0,Universal,1
Electronica,YouTube Music,Espanol,Domingo,2012,239,136,0.862,0.066,0.833,0.072,-15.3,21,1,34,0.07,150788.0,Universal,1
Cumbia,YouTube Music,Espanol,Lunes,2020,187,67,0.553,0.76,0.705,0.053,<null>,83,0,0,0.4,406801.0,Warner,0
Rock,YouTube Music,Coreano,Martes,2023,198,115,0.866,0.89,0.71,0.356,-10.3,19,0,5,0.59,261050.0,Independiente,0
Electronica,Spotify,Espanol,Jueves,2024,207,137,0.761,0.781,0.647,0.012,-9.5,41,0,6,12.34,428056.0,Warner,2
Pop,YouTube Music,Espanol,Viernes,2015,156,125,0.615,0.333,0.828,0.035,-16.3,26,0,13,7.12,359160.0,Independiente,1
Pop,Spotify,Espanol,Jueves,2013,222,141,0.54,0.342,0.606,0.005,-2.1,36,1,11,1.17,342870.0,Independiente,1
R&B,Apple Music,Ingles,Jueves,2010,264,113,0.93,0.543,0.806,0.072,0.4,53,0,22,0.6,364574.0,Sony,1
Metal,YouTube Music,Ingles,Miercoles,2011,204,116,0.828,0.832,0.349,0.133,-8.9,70,0,29,22.67,209302.0,,3
Hip-Hop,YouTube Music,Portugues,Lunes,2023,188,142,0.517,0.791,0.543,0.182,-3.6,32,0,30,4.17,344410.0,Warner,0
Hip-Hop,Apple Music,Espanol,Viernes,2014,186,139,0.839,0.911,0.781,0.061,-5.9,8,0,38,4.14,132502.0,Warner,0
Reggaeton,YouTube Music,Ingles,Miercoles,2011,122,109,0.761,0.583,0.295,0.001,-6.6,12,0,16,3.93,5212.0,Independiente,0
Pop,Tidal,Ingles,Domingo,2022,113,125,0.695,0.481,0.386,0.002,-8.4,35,0,23,1.37,380541.0,Warner,0
Rock,Apple Music,Ingles,Lunes,2024,284,104,0.669,0.621,0.532,0.099,<null>,59,0,26,12.6,83445.0,Warner,2
Rock,YouTube Music,Ingles,Viernes,2013,192,142,0.291,0.69,0.899,0.318,-3.5,91,2,8,10.3,161681.0,Sony,1
Rock,Deezer,Portugues,Miercoles,2023,173,117,0.525,0.159,0.34,0.055,-14.0,16,1,37,15.78,423382.0,Sony,1
Clasica,YouTube Music,Espanol,Sabado,2022,174,125,0.193,0.866,0.944,<null>,-7.9,97,1,24,23.23,469343.0,Independiente,3
Rock,Apple Music,Espanol,Martes,2022,207,113,0.969,0.773,0.516,0.091,-6.9,81,1,47,3.38,303026.0,Independiente,3
Pop,Spotify,Espanol,Jueves,2011,200,60,0.59,0.372,0.451,0.298,<null>,67,1,1,7.14,318528.0,Sony,1
Reggaeton,Spotify,Ingles,Sabado,2017,225,99,0.477,0.223,0.862,0.058,-15.0,87,0,35,1.9,27707.0,Universal,3
R&B,Apple Music,Espanol,Martes,2011,158,87,0.209,0.662,0.907,0.005,-14.5,20,3,3,0.57,488054.0,Independiente,0
Rock,YouTube Music,Ingles,Viernes,2015,227,123,0.638,0.462,0.798,0.492,-7.0,97,0,20,14.17,267530.0,Universal,3
Pop,Apple Music,Frances,Sabado,2023,233,68,0.248,0.244,0.551,<null>,-12.2,57,0,2,0.29,286013.0,Sony,0
Hip-Hop,Deezer,Ingles,Sabado,2010,198,123,0.686,0.569,0.837,0.345,-6.5,12,0,23,5.55,281058.0,Sony,0
Metal,Spotify,Ingles,Miercoles,2019,242,96,0.365,0.667,0.602,0.061,<null>,86,0,40,3.56,195305.0,Universal,1
Reggaeton,YouTube Music,Portugues,Miercoles,2014,262,125,0.921,0.634,0.862,0.072,-10.0,94,0,1,8.73,79898.0,Universal,2
Clasica,Apple Music,Ingles,Miercoles,2015,198,118,0.783,0.625,0.825,0.191,-3.9,75,0,38,24.59,3875.0,Warner,3
Cumbia,Apple Music,Ingles,Jueves,2024,207,115,0.467,0.95,0.495,0.303,-4.1,99,0,1,9.37,463751.0,Warner,0
Clasica,YouTube Music,Ingles,Miercoles,2021,223,139,0.852,0.379,0.393,0.277,-8.5,6,2,39,18.85,68336.0,Independiente,2
Electronica,Spotify,Ingles,Lunes,2010,235,138,0.386,0.896,0.926,0.156,-12.9,18,0,35,16.84,16324.0,Warner,1
Reggaeton,Spotify,Espanol,Lunes,2020,240,144,0.427,0.512,0.952,0.023,-4.1,37,1,13,14.29,420819.0,Universal,3
Pop,Apple Music,Ingles,Lunes,2016,237,103,0.429,0.808,0.547,0.418,-0.8,42,0,5,10.79,91492.0,Independiente,1
Cumbia,Apple Music,Espanol,Sabado,2014,239,94,0.464,0.593,0.481,0.118,-6.3,17,0,39,1.11,374939.0,Sony,0
Hip-Hop,YouTube Music,Coreano,Martes,2019,217,138,0.966,0.238,0.631,0.012,<null>,59,0,50,9.58,,Universal,2
Pop,Deezer,Espanol,Viernes,2020,241,103,0.474,0.559,0.683,0.415,1.1,68,1,16,11.9,40712.0,Universal,1
Electronica,Spotify,Espanol,Martes,2016,240,89,0.176,0.442,0.168,0.15,-8.6,2,0,32,8.4,326946.0,Independiente,0
Rock,Apple Music,Ingles,Sabado,2013,204,93,0.816,0.354,0.753,0.06,-0.1,32,0,41,12.93,105618.0,Sony,1
Reggaeton,YouTube Music,Frances,Martes,2023,262,121,0.631,0.362,0.617,0.096,-11.6,0,1,20,2.97,386404.0,Universal,0
Reggaeton,Deezer,Ingles,Jueves,2010,152,113,0.783,0.398,0.644,<null>,-2.1,0,0,25,9.09,289034.0,Sony,0
Hip-Hop,Deezer,Portugues,Sabado,2016,215,139,0.491,0.423,0.707,0.016,-5.2,45,2,0,10.19,296047.0,Independiente,0
R&B,YouTube Music,Ingles,Martes,2011,226,90,0.545,0.424,0.669,0.015,-6.5,87,1,49,30.73,58103.0,Universal,3
Rock,Apple Music,Ingles,Jueves,2019,209,88,0.591,0.482,0.675,<null>,-10.0,13,0,28,1.76,110556.0,Sony,0
Hip-Hop,Spotify,Portugues,Domingo,2020,282,112,0.815,0.746,0.469,0.035,-12.4,61,0,8,0.67,463446.0,Warner,1
Reggaeton,Spotify,Espanol,Lunes,2010,206,78,0.562,0.772,0.421,0.148,-4.3,56,0,2,2.87,417399.0,Warner,0
Electronica,Apple Music,Coreano,Lunes,2017,265,108,0.255,0.412,0.765,0.361,-5.2,52,1,16,10.82,159422.0,Sony,1
Metal,YouTube Music,Portugues,Martes,2020,189,135,0.392,0.138,0.184,0.018,-13.3,73,0,38,5.7,136763.0,Independiente,2
Hip-Hop,YouTube Music,Coreano,Martes,2016,202,160,0.539,0.826,0.752,0.105,-7.5,57,0,30,13.76,206027.0,Universal,2
Electronica,YouTube Music,Portugues,Domingo,2017,220,109,0.515,0.181,0.561,0.3,-15.2,90,0,42,0.18,234749.0,Independiente,1
Pop,Apple Music,Frances,Lunes,2014,204,108,0.661,0.846,0.647,0.137,-8.3,28,0,4,4.31,443379.0,Independiente,0
Cumbia,YouTube Music,Espanol,Domingo,2017,162,120,0.915,0.187,0.409,0.098,-1.9,98,1,37,1.26,43546.0,Universal,2
Hip-Hop,Spotify,Espanol,Miercoles,2024,224,131,0.223,0.789,0.862,0.476,-7.1,54,0,51,2.24,,Sony,1
Jazz,Spotify,Espanol,Lunes,2014,213,139,0.526,0.287,0.262,0.053,-5.2,10,0,36,0.82,492104.0,Sony,0
Pop,Spotify,Espanol,Domingo,2018,186,105,0.402,0.678,0.713,0.141,-6.2,55,0,38,4.79,180280.0,Universal,2
Rock,Tidal,Ingles,Miercoles,2016,122,139,0.115,0.84,0.688,0.177,-11.8,22,0,46,8.85,151699.0,Sony,0
Reggaeton,Spotify,Espanol,Lunes,2016,148,107,0.718,0.37,0.498,0.13,-4.7,55,1,19,1.3,,Independiente,2
R&B,YouTube Music,Espanol,Viernes,2021,150,149,0.334,0.408,0.873,0.252,-3.8,11,0,22,11.62,100675.0,Independiente,0
Reggaeton,Spotify,Portugues,Jueves,2016,207,136,0.173,0.103,0.908,0.043,-0.6,96,0,1,2.24,79757.0,Sony,2
Cumbia,Apple Music,Frances,Jueves,2014,254,101,0.415,0.427,0.339,0.159,-9.1,0,0,43,7.34,441353.0,Independiente,0
Reggaeton,Tidal,Portugues,Viernes,2020,180,120,0.636,0.147,0.68,0.216,-14.8,63,0,51,9.26,213729.0,,2
Reggaeton,Apple Music,Portugues,Miercoles,2020,234,109,0.314,0.337,0.764,0.055,-2.2,17,1,22,17.55,271472.0,Sony,1
Pop,Spotify,Ingles,Martes,2022,168,129,0.367,0.867,0.298,0.017,<null>,4,0,9,4.6,472382.0,Universal,0
Clasica,Spotify,Frances,Martes,2013,200,112,0.226,0.601,0.134,0.0,-7.0,13,0,49,54.63,464674.0,Warner,3
Rock,Tidal,Ingles,Jueves,2020,198,103,0.529,0.579,0.808,0.014,-4.4,36,0,44,0.29,206920.0,Independiente,0
R&B,Apple Music,Coreano,Martes,2018,212,128,0.351,0.171,0.422,0.258,-6.8,12,0,10,3.56,127481.0,Warner,0
Cumbia,Apple Music,Espanol,Miercoles,2024,201,124,0.59,0.739,0.546,0.193,-0.2,54,0,50,5.92,387884.0,Universal,1
Cumbia,Apple Music,Portugues,Domingo,2016,212,92,0.223,0.137,0.624,0.281,-7.0,35,0,11,15.58,,Independiente,0
Reggaeton,Spotify,Ingles,Martes,2018,242,145,0.902,0.782,0.833,0.327,-7.3,98,2,35,3.06,472595.0,Warner,3
Electronica,Spotify,Ingles,Lunes,2022,230,136,0.772,0.677,0.776,0.127,-6.7,39,0,32,1.59,272028.0,Independiente,1
Metal,YouTube Music,Ingles,Viernes,2019,218,133,0.971,0.185,0.699,0.05,-12.1,1,0,12,1.74,489401.0,Universal,0
Pop,YouTube Music,Portugues,Jueves,2014,217,114,0.38,0.386,0.271,0.655,-3.1,19,0,47,14.36,421870.0,Warner,0
Electronica,Spotify,Frances,Domingo,2019,178,95,0.592,0.809,0.895,0.031,-6.5,91,1,14,1.6,69099.0,Universal,2
Pop,YouTube Music,Espanol,Martes,2015,191,141,0.877,0.727,0.604,0.148,0.5,21,0,38,2.69,96422.0,Independiente,1
Reggaeton,Tidal,Espanol,Domingo,2018,213,104,0.608,0.434,0.303,0.196,-7.7,85,2,6,10.97,165926.0,Warner,2
Pop,Tidal,Espanol,Miercoles,2018,217,100,0.415,0.596,0.738,0.264,0.7,62,2,4,4.58,285617.0,Independiente,0
Pop,Spotify,Espanol,Martes,2015,162,121,0.556,0.811,0.552,0.247,-4.4,100,0,6,2.35,184971.0,Universal,1
Hip-Hop,Spotify,Espanol,Domingo,2024,123,81,0.82,0.357,0.323,0.119,-5.3,86,2,34,0.12,122186.0,,1
Hip-Hop,Tidal,Ingles,Viernes,2012,208,123,0.591,0.463,0.165,0.163,-1.3,80,0,15,1.37,155286.0,Independiente,0
Electronica,Spotify,Ingles,Lunes,2016,170,102,0.98,0.477,0.195,0.093,-0.0,74,3,20,3.02,157574.0,Sony,1
Pop,Spotify,Portugues,Sabado,2023,265,114,0.751,0.129,0.563,0.2,-9.9,85,0,41,0.48,110372.0,Universal,2
Reggaeton,Tidal,Ingles,Jueves,2018,236,133,0.207,0.22,0.568,0.062,-4.5,17,0,34,5.35,170822.0,Independiente,0
Pop,Spotify,Ingles,Jueves,2019,233,143,0.877,0.649,0.173,0.0,<null>,91,0,16,11.66,,Independiente,1
Reggaeton,Apple Music,Espanol,Miercoles,2014,156,140,0.36,0.713,0.546,0.161,-6.5,37,0,9,2.71,466301.0,Independiente,0
Electronica,Apple Music,Portugues,Lunes,2024,244,146,0.443,0.468,0.644,0.066,-14.2,3,0,25,7.26,67080.0,Universal,0
Reggaeton,YouTube Music,Portugues,Martes,2017,184,117,0.564,0.446,0.363,0.309,-4.4,74,0,41,4.42,96185.0,Independiente,1
Metal,Spotify,Espanol,Martes,2023,240,70,0.4,0.751,0.488,0.142,1.9,100,0,37,5.78,331740.0,Warner,2
Rock,Tidal,Espanol,Sabado,2019,244,114,0.544,0.133,0.24,0.167,-14.7,57,1,35,10.45,243323.0,Warner,1
Metal,YouTube Music,Espanol,Domingo,2022,147,131,0.699,0.761,0.778,0.007,-9.3,92,2,44,12.85,186542.0,Independiente,3
Hip-Hop,Apple Music,Portugues,Sabado,2013,170,105,0.597,0.675,0.745,0.039,-4.7,45,0,20,8.35,193969.0,Universal,2
Reggaeton,Spotify,Ingles,Domingo,2017,268,110,0.651,0.099,0.262,0.063,-0.7,45,0,51,4.23,276975.0,,1
Electronica,Spotify,Ingles,Sabado,2021,150,93,0.428,0.836,0.692,0.242,-9.6,55,0,45,5.97,474832.0,Sony,1
Pop,YouTube Music,Espanol,Miercoles,2015,231,132,0.741,0.321,0.702,0.035,<null>,67,0,7,11.83,,Universal,3
Electronica,Apple Music,Espanol,Lunes,2016,167,104,0.917,0.563,0.725,0.005,-15.3,72,0,14,10.54,409631.0,Independiente,2
Electronica,Tidal,Espanol,Miercoles,2016,256,112,0.598,0.492,0.686,0.148,-8.2,22,1,22,2.46,103556.0,Warner,0
Rock,Apple Music,Espanol,Viernes,2018,201,129,0.534,0.174,0.442,0.163,-8.7,71,0,30,2.57,,Sony,1
Pop,Apple Music,Espanol,Viernes,2021,207,116,0.516,0.162,0.854,0.04,-6.1,62,0,18,0.75,250276.0,Independiente,1
Pop,Apple Music,Espanol,Martes,2017,255,149,0.351,0.154,0.586,0.348,-6.3,17,0,13,15.16,456757.0,,0
Cumbia,YouTube Music,Ingles,Viernes,2021,277,110,0.122,0.565,0.234,0.039,-5.5,71,1,21,9.1,,Universal,0
Jazz,Apple Music,Ingles,Miercoles,2014,205,81,0.472,0.143,0.474,0.208,-4.0,33,0,30,0.03,403111.0,Sony,0
Pop,Spotify,Ingles,Jueves,2023,231,131,0.862,0.213,0.467,0.054,-5.8,53,1,12,10.96,479574.0,Universal,2
Hip-Hop,Tidal,Ingles,Viernes,2013,208,118,0.68,0.649,0.624,0.136,-12.9,69,0,47,25.09,332517.0,Independiente,3
Reggaeton,Apple Music,Ingles,Domingo,2020,281,132,0.838,0.803,0.355,0.042,-1.0,46,1,28,1.01,45429.0,Universal,0
R&B,Apple Music,Ingles,Miercoles,2024,268,109,0.642,0.74,0.694,0.096,-6.6,12,0,21,1.06,84266.0,Independiente,0
Pop,YouTube Music,Espanol,Jueves,2014,214,124,0.505,0.087,0.337,0.048,-7.5,72,0,10,25.16,377223.0,Universal,2
Rock,YouTube Music,Portugues,Domingo,2010,235,112,0.498,0.787,0.597,0.211,-8.5,43,1,19,3.36,353710.0,Warner,0
R&B,Spotify,Frances,Jueves,2022,253,87,0.482,0.787,0.488,0.061,-5.3,51,0,37,5.09,487466.0,Independiente,1
Pop,Spotify,Espanol,Sabado,2013,183,131,0.664,0.261,0.428,0.2,-7.2,41,1,46,2.89,181267.0,Universal,1
Rock,YouTube Music,Espanol,Domingo,2018,203,129,0.391,0.364,0.714,0.314,-9.0,84,0,29,2.98,130145.0,Independiente,1
Cumbia,Spotify,Frances,Sabado,2019,250,138,0.624,0.515,0.57,0.028,-8.7,97,0,14,28.41,484348.0,Universal,3
Electronica,YouTube Music,Coreano,Viernes,2015,156,68,0.796,0.269,0.196,0.114,-6.2,35,2,25,7.1,233511.0,Independiente,0
Rock,Spotify,Espanol,Lunes,2018,235,117,0.581,0.864,0.61,0.06,-11.9,46,0,13,2.82,203626.0,Universal,0
Pop,Spotify,Espanol,Sabado,2011,232,108,0.219,0.137,0.893,0.137,-6.2,31,0,45,5.19,93090.0,Universal,2
Pop,Spotify,Portugues,Viernes,2023,181,136,0.549,0.439,0.352,0.196,-7.6,47,0,5,27.29,265651.0,,3
Rock,Apple Music,Espanol,Viernes,2012,254,120,0.57,0.511,0.589,0.125,-7.4,33,3,41,4.18,296226.0,Universal,0
R&B,YouTube Music,Frances,Lunes,2022,226,110,0.382,0.792,0.76,0.102,-12.1,51,0,13,13.74,173556.0,Warner,0
Hip-Hop,Spotify,Espanol,Viernes,2014,183,150,0.632,0.249,0.767,0.244,<null>,73,0,48,17.27,153747.0,Sony,3
